"32,NEGATIVO,""#�ltimaHora | M�s de 6 millones de casos de #coronavirus declarados en el mundo (6.000.867), incluidos 366.848 decesos. Europa es el continente m�s afectado (2.135.170 casos y 177.595 muertos) y Estados Unidos el pa�s con m�s contagios (1.760.740 casos y 103.472 muertos) https://t.co/u6jignQBL1""";;;;;
33,NEGATIVO,Fuerte baja del petr�leo por temor a segunda ola de contagios por covid-19 https://t.co/WUkifOQGdw https://t.co/etunkuA23V;;;;;
34,NEGATIVO,@PaulCasTorres @ChristianCruzLa @davalos2019 @IbethEstupinan @SofiaAlmeidaEc @mrivadeneirac @manababravo @DEFENSORIAEC @MashiRafael Bueno bueno quieres que te diga q ganaste BUEEEENOOO GANASTE SI�NTETE FELIZ Cu�date del Coronavirus;;;;;
"35,NEGATIVO,""Desde hace aproximadamente una semana, el n�mero de nuevos casos diarios por #coronavirus se ha estabilizado en torno a los 100.000, y el de muertos supera los 4.000 por jornada. � https://t.co/ufoVyDroxM #Covid_19""";;;;;
36,NEGATIVO,#URGENTE | #ECUADOR #Militares que sepultaron #muertos por #coronavirus en Guayaquil reciben #terapias psicol�gicas. https://t.co/49jxiw6e2C;;;;;
"37,NEGATIVO,""En Ecuador por la pandemia el pueblo EN SEMÁFORO COLOR ROJO,  POR LA PANDEMIA LOS ROBOS EN EL GOBIERNO EL SEMÁFORO EN COLOR VERDE, si esta pandemia de pandilleros no nos ha matado,el coronavirus es un juego de niños.""";;;;;
"38,NEGATIVO,""@LuchoBaldeon Por tipos como vos es que quisiera que el fútbol se lo llevara el coronavirus y desapareciera, es el mejor deporte pero para practicarlo uno mismo, no para estar con las tonterías de ser hincha de un equipo y sentirse importante por eso""";;;;;
39,NEGATIVO,Por eso están como están con el coronavirus :( https://t.co/szX5hovNX2;;;;;
40,NEGATIVO,#Mundo: España registra 664 casos nuevos de coronavirus mientras las muertes ascienden a 27 125 || Diario El Comercio || https://t.co/7GxENxoLom https://t.co/MjxmgxdbcX;;;;;
"41,NEGATIVO,""#ECUADOR, | #CORONAVIRUS Más de 37 mil llamadas relacionadas con #borrachos ha recibido el #ECU_911 durante la #emergencia. https://t.co/MfoBAiYqpg""";;;;;
42,NEGATIVO,Cuando tienes 24 pero tus últimos meses te los caga el Coronavirus https://t.co/R14ya8A39W;;;;;
"43,NEGATIVO,""No tenía fuerzas, apenas podí­a caminar, señala el DT del #Leicester tras superar el coronavirus https://t.co/E7gmiKP2Ff""";;;;;
44,NEGATIVO,Tenían que envi­ar al espacio una mujer y un hombre por si acaso el Coronavirus nos pueda extinguir aquí. #NASA #SpaceX;;;;;
"45,NEGATIVO,""Podrán escaparse del coronavirus, pero no de las serpientes espaciales. #COVID19 https://t.co/2DeckwklF9""";;;;;
"46,NEGATIVO,""@Vynylplayer Todo apunta a China para esparcir el Coronavirus al resto del mundo, mientras cerraron las fronteras al interior de China. Fue un ataque deliberado hacia las economías y pueblos occidentales.""";;;;;
"47,NEGATIVO,""Si te da FIEBRE, DOLOR DE CABEZA, DOLOR CORPORAL, VÓMITO, DIARREA y de repente dejaste de sentirle gusto a la comida, Y HASTA TE QUEDASTE SIN OLFATO, pero después de una semana se te quitó entonces te DÁ EL CORONAVIRUS y ni cuenta te diste.""";;;;;
"48,NEGATIVO,""Que todos lo que marchan hoy, firmen que no van a solicitar cama en urgencias, ni ninguna otra cosa que brinde el Estado. Que los dejen a su libertad para lo que quieren,no necesitan al Estado para nada. Ni barbijo usan, si no se cuidan ellos,no van a cuidar al otro. #coronavirus""";;;;;
"49,NEGATIVO,""14 dí­as después de las manifestaciones del barrio Salamanca, grave rebrote del coronavirus en Madrid: 1.567 nuevos contagios y 4.173 nuevos sospechosos via @El_Plural https://t.co/xdknjOzKZN""";;;;;
50,NEGATIVO,@cisnerosfer @Susy785 Nada. NO hay que rociar a las personas. No sirve de nada y hasta causa daño. https://t.co/hhdrvNfwsU;;;;;
"51,NEGATIVO,""Por Dios q cosa es esto , me sorprende tanta innocreatividad.@BancoPichincha @economista33 @CNNEE @el_telegrafo @Expresoec @xzeg @PresidentaCJ #georgesfloyd #protests #coronavirus https://t.co/5Ho1uNmCii""";;;;;
"52,NEGATIVO,""@Lenin Donde reparten porque en Guayaquil cada dí­a hay más enfermos de hambre que de Coronavirus,o estamos hablando de alguna pelí­cula de Steven Spielberg?,si estoy errado por favor de coordenadas públicas.""";;;;;
53,NEGATIVO,BBC News Mundo - Coronavirus: Corea del Sur cierra cientos de escuelas recién abiertas tras nuevos brotes de covid-19 https://t.co/D6C3nMPSfC @sol_bra;;;;;
"54,NEGATIVO,""Cómo terminaron las epidemias de SARS y MERS, otros coronavirus para los que no hay vacuna https://t.co/gL36gG9XmI""";;;;;
"55,NEGATIVO,""#ATENCIÓN La @emov_ep hace una modificación a la restricción de circulación de taxis, transporte mixto y vehí­culos de carga liviana en #Cuenca. #Noticias #Ecuador #Coronavirus Así podrán circular estos vehí­culos a partir del lunes 01 de junio https://t.co/fNXa2uHfPF""";;;;;
"56,NEGATIVO,""Mortalidad del #Coronavirus (% Sobre el total y sobre casos resueltos (Últimos 5 dÃ­as) MT CR 26/05 346.632  6,28%  13,34% 27/05 350.958  6.25%  13,20% 28/05 356.131  6,22%  13,07% 29/05 360.919  6,18%  13,22% 30/05 367.097  6,12%  12,65%""";;;;;
"57,NEGATIVO,""Total casos de #Coronavirus  (Últimos 10 dí­as) Mayo 21  5.019.676 Mayo 22  5.159.674 Mayo 23  5.240.905 Mayo 24  5.334.675 Mayo 25  5,428,605 Mayo 26  5.515.109 Mayo 27  5.614.458 Mayo 28  5.716.570 Mayo 29  5.837.541 Mayo 30  5.998.070""";;;;;
58,NEGATIVO,Todos esos rateros que han robado a costa del dolor de muchos con el pretexto del #Covid_19 cuando sintieron el temblor han de haber temblado y pedido perdón por sus pecados. Si se arrepienten talvez Dios los perdone pero acá pagarán tras las rejas. #Ecuador #SISMO #coronavirus;;;;;
"59,NEGATIVO,""El coronavirus está construyendo un mapa de quién importa y quién no en la Era Trump, Entrevista a Eileen Myles, emblema de la poesía y el activismo norteamericanos https://t.co/BRKzBYSpTI a través de @Pagina12""";;;;;
60,NEGATIVO,El ser humano y su poca empatía. :( Tiempos de #coronavirus https://t.co/YH7sWNzXNx;;;;;
61,NEGATIVO,El alcalde @LuisYnez6 @GADPucara confirma el primer caso de #coronavirus en su cantón Foto / Chaski Sur https://t.co/A8G46qJCZU;;;;;
62,NEGATIVO,Primer caso de #coronavirus en #Pucará Azuay Informa el alcalde @LuisYnez6 â¤µ https://t.co/PD8XrW7xJW;;;;;
"63,NEGATIVO,""@wilfridolaz San coronavirus, el santo y señal de la delincuencia actual""";;;;;
"64,NEGATIVO,""Estar más de este lado no me saca lo crí­tica como veo que le pasa a la gran mayoría. Otro error enorme de Alberto Ásto. Cero distanciamiento, cero protocolo, cero todo. https://t.co/vnFCcxeEmZ""";;;;;
65,NEGATIVO,Estiman que en Venezuela podrÃ­a haber 30.000 fallecidos por Coronavirus https://t.co/6ggWKsGsXg;;;;;
66,NEGATIVO,En época escolar en #Ecuador es común que los niños tengan repetidas gripes y  en vacaciones no tienen. Evidente que escuela es zona de alto contagio. Con #COVID19 sería lo mismo o más. Las clases presenciales no deben ser antes de octubre por lo menos. @Lenin @Educacion_Ec #coronavirus https://t.co/lCAJPJmuRr;;;;;
"67,NEGATIVO,""#AnálisisdeCoyuntura. La emergencia sanitaria por el #SARSCoV2 ha revelado los problemas estructurales del sistema de salud en #Colombia, como lo explica el médico e investigador colombiano Manuel Vega: https://t.co/AbzRwo1X0D #Covid_19 #Coronavirus https://t.co/KZ3yqYEi4K""";;;;;
68,NEGATIVO,BBC News Mundo - Coronavirus: Corea del Sur cierra cientos de escuelas recién abiertas tras nuevos brotes de covid-19 https://t.co/WsgDO7mlRi;;;;;
"69,NEGATIVO,""La alcaldesa de Colimes, Jackeline  OrdoÃ±ez Murillo, confirmó que el 25 % de la población colimeña ya se contagió con la pandemia. https://t.co/4WBsAC3FJJ""";;;;;
"70,NEGATIVO,""#Ecuador. ¿Existe un mayor riesgo de contagio por #coronavirus en los baños públicos? Aunque pareciera obvia la respuesta, según la Sociedad Española de Salud Pública y Administración Sanitaria (Sespas) asegura qué¦ https://t.co/dSHSvG9GJm""";;;;;
"71,NEGATIVO,""Primer positivo de #coronavirus en Pucará, cantón azuayo, reporta su alcalde, @LuisYnez6: """"presentamos el primer caso positivo de #COVID-19. Es un caso importado de un miembro de la Policía Nacional. Hemos levantado el cerco epidemiologico con los que posiblemente tuvo contacto"""". https://t.co/TIQXkRhV1J""";;;;;
"72,NEGATIVO,""¿El coronavirus?, ¿La coronavirus? Ambas expresiones son correctas. El virus. La enfermedad. A veces, la crí­tica llega por el desconocimiento. #Cuenca #Ecuador https://t.co/yxNetVxg4A""";;;;;
"73,NEGATIVO,""@galobonifaz @Lenin Estimado Lcdo Bonifaz no se cansan de insultar la inteligencia y lo Único que demuestran es su complicidad con tantos actos de corrupción de todo nivel,Coronavirus es un virus pequeño comparado con politiqueros que nos vienen gobernando,al que le calce el guante que se lo chante.""";;;;;
"74,NEGATIVO,""Halo solar #Guayaquil y así cerramos Mayo.... coronavirus, temblor y halo solar... que será de junio en este 2020 https://t.co/Rc9AdStkZs""";;;;;
"75,NEGATIVO,""Lenin Moreno: """"Voy a #Guayaquil a transformar el miedo en valentí­a y si regreso con Coronavirus, regreso contento igual"""" #ElPeorPresidenteDeLaHistoria #ElPeorGobiernoDeLaHistoria @ottosonnenh @mariapaularomo @juanseroldan @normanwray @alexocles @IvanGrandaM @RupturaEc https://t.co/PqwFfwWGI9 https://t.co/stEBeW3oGj""";;;;;
76,NEGATIVO,Luis Lacalle Pou permanecerá en cuarentena luego de que diera positivo por #coronavirus una persona con la que se reunió el lunes. Toda la información — https://t.co/k7iUIKlzyA;;;;;
"77,NEGATIVO,""Un sismo de 5,2 grados de magnitud sacudió este sábado la provincia costera de #Guayas, la zona más afectada por el #coronavirus en #Ecuador, provocando susto en la población pero sin causar mayores daños, informó @Riesgos_Ec. #AFP @afpquito @AFPespanol https://t.co/mN5FHgMGgO https://t.co/QpFqczOsd2""";;;;;
78,NEGATIVO,¿Existe un mayor riesgo de contagio por #coronavirus en los baños públicos?  https://t.co/JqaOA8SjUf https://t.co/ybOSCIjTGl;;;;;
79,NEGATIVO,Jugadores del #BayernMunich aceptan nueva reducción de sueldos pese a reinicio de la #Bundesliga https://t.co/UPLHRmEkiv https://t.co/SfUyDxsZpt;;;;;
80,NEGATIVO,yo creo que willy suga fue un invento del gobierno mexicano para medir la toxicidad en twitter  y al ver que era tan alta decidió crear el coronavirus y soltarlo en china para despues esparcirlo por todo el mundo pero le dio la cura secretamente a los chinos por gratitud;;;;;
81,NEGATIVO,El próximo jueves el COE analizará situación. Sólo hay actividad en las caletas pesqueras de Santa Rosa y Anconcito. https://t.co/7VTL9efbjM;;;;;
"82,NEGATIVO,""Con casi 28 mil muertos por coronavirus, Brasil es el quinto país con más fallecidos https://t.co/9csq86Sdwl https://t.co/bsjGJysp9e""";;;;;
83,NEGATIVO,Un martillazo digital provocó la pandemia del coronavirus para evitar que niños pierdan el año https://t.co/6EaS5yNKtY https://t.co/tR3EHYzdUz;;;;;
84,NEGATIVO,#URGENTE | #MANABÍ Dos casos de #coronavirus en la #cárcel de mujeres de #Portoviejo. https://t.co/n5j04IoXIE;;;;;
"85,NEGATIVO,""Coronavirus y hegemoní­a, la disputa por la nueva normalidad. https://t.co/QINfQUtAqO""";;;;;
86,NEGATIVO,A Guayaquil se le olvidó que existe el coronavirus...;;;;;
87,NEGATIVO,LA PANDEMIA TRUCADA.....!!! El coronavirus es una broma comparado con el tabaco https://t.co/3dyDwDiexQ;;;;;
88,NEGATIVO,Le Perthus es un pueblo que tiene que cumplir las medidas de España y de Francia para combatir el coronavirus.  https://t.co/YzZg0uQDpW https://t.co/E5OZn9B2kt;;;;;
"89,NEGATIVO,""La familia de la ví­ctima de coronavirus que usó el PP contra Illa estalla: """"Oportunista y de la más remota vileza de una mente retorcida y sin escrúpulos"""" via @El_Plural https://t.co/EjWPOpJCDU""";;;;;
90,NEGATIVO,Spike Lee no piensa volver a los cines hasta que haya una vacuna contra el coronavirus https://t.co/GmBwwbRbpy https://t.co/KtZxhZzWr5;;;;;
91,NEGATIVO,@gmfloresv @PUCE_Ecuador Mmm creo que algo similar sería albergar al coronavirus.;;;;;
"92,NEGATIVO,""@Lenin Verdad, todos tenemos miedo al coronavirus pero más terror nos da morir de hambre en nuestras casas. Usted por lo menos come arroz con huevo, no sé qué clase de huevo pero duerme tranquilo y el resto de ecuatorianos no pueden dormir por no tener que dar de comer a sus hijos.""";;;;;
93,NEGATIVO,¿Qué mascarillas puede comprar? ¿Cómo debe utilizarlas? PRIMICIAS le presenta una guía práctica. » https://t.co/hlEN35hk2u https://t.co/hGFgv2KqVw;;;;;
94,NEGATIVO,Rusia gastará más de $7.000 millones en la lucha contra el coronavirus Rusia gastará más de $7.000 millones en la lucha contra el coronavirus: https://t.co/jGD8BqpZH0 a través de @SputnikMundo;;;;;
"95,NEGATIVO,""Así­ hacen frente al coronavirus los indígenas de la Amazoní­a ecuatoriana (y cómo se preparan para una pospandemia de hambre, desempleo y trueque) https://t.co/NFTHE0ALpV""";;;;;
"96,NEGATIVO,""@Ethan_P27 No, por que el instagram te vuelve autista y el 5g da coronavirus.""";;;;;
"97,NEGATIVO,""El @IGecuador #Ecuador reporta que a la 07:40 de hoy, 30 de mayo, ocurrió un #Sismo de magnitud 5.2 en #Guayas. #Noticias #Coronavirus https://t.co/ZerJOnSign""";;;;;
98,NEGATIVO,Programa Mundial de Alimentos advierte amenaza de hambruna en América Latina Uno de los países de la lista es el Ecuador. https://t.co/MNWOjjpzKD;;;;;
"99,NEGATIVO,""Mira puerco #Temblor, acá aceptamos máximo 3 desgracias por mes, y ya tenemos a los Correistas, el Coronavirus y a los idiotas que no respetan el Toque de Queda. Gracias!""";;;;;
100,NEGATIVO,Amigos así­ no se puede o es coronavirus o es temblor :c;;;;;
101,NEGATIVO,Del coronavirus a los temblores;;;;;
102,NEGATIVO,Coronavirus y temblor. https://t.co/OrPdnjjG0w;;;;;
103,NEGATIVO,#Nacionales | Familiares de médicos y enfermeras que han fallecido contagiados de Covid-19 en hospitales exigen al Estado ser indemnizados por daños y perjuicios. Los detalles en: https://t.co/L8ip7mcZ3S;;;;;
"104,NEGATIVO,""El número de afectados por covid-19 en Rusia asciende ya a 396.575 tras registrarse 8.952 nuevos casos en las últimas 24 horas, según los datos de la sede operativa de gestión de la pandemia de coronavirus en el país. https://t.co/aXlxtozdm4""";;;;;
105,NEGATIVO,Esos policías gorditos si se contagian de coronavirus se mueren... https://t.co/bEsp1BGW4p;;;;;
"106,NEGATIVO,""Daniela Darcourt presentó: No me digas, canción que grabó en plena cuarentena por el coronavirus https://t.co/lAswdi3laR""";;;;;
"107,NEGATIVO,""Muere el primer futbolista por coronavirus a los 25 años Los jovenes NO son inmunes al covid, como ellos se creen  https://t.co/vgWp7rQm4v a través de @elespanolcom""";;;;;
108,NEGATIVO,#Ecuador: Coronavirus: 60 % de dauleños ya se ha contagiado y eso permite que COE cantonal decida ir a verde || Diario El Universo || https://t.co/CR5yQy6aeL https://t.co/W240GAQQqX;;;;;
"109,NEGATIVO,""Alberto Fernández, ¿inmune al coronavirus o por encima de su propia ley? https://t.co/Vaojwx9NoY En cada presentación pública, donde una y otra vez extiende el plazo de la cuarentena por el coronavirus (COVID-19), Alberto Fernández le ruega a la gente que no salga de su casa a no""";;;;;
110,NEGATIVO,BBC News Mundo - Coronavirus: el mapa que muestra el número de infectados y muertos en el mundo por covid-19 https://t.co/D1cu98acMr;;;;;
111,NEGATIVO,El programa Mundial de Alimentos de la Naciones Unidas (WFP por sus siglas en inglés) proyecta que cerca de 14 millones de personas estarí­an entrando en el rango de inseguridad alimentaria severa este año. https://t.co/DVWbABk155 VOA;;;;;
112,NEGATIVO,Va a resultar que murió de coronavirus. Hay que ser hijos de puta para manipular así #BlackLivesMatter https://t.co/DEvQMJNTxA;;;;;
"113,NEGATIVO,""Fuimos héroes pero ya nos olvidaron"""": el duro testimonio de médicos italianos que enfrentaron el coronavirus https://t.co/lA50JOYT21""";;;;;
"114,NEGATIVO,""Protestas en tiempos de coronavirus! Ni los 100.000 muertos por la enfermedad han impedido que en Chicago, NY, DC, LA, etc se manifiesten millones en las calles por el vil asesinato de #GeorgeFloyd! Siembra vientos y cosecharás tempestades! https://t.co/H5DGE2yJb1""";;;;;
115,NEGATIVO,El machismo mata más que el coronavirus.;;;;;
"116,NEGATIVO,""Puta les juro que no entiendo, veo algunas stories en Instagram y parece que ya no hay cuarentena ni coronavirus. Por gente así­ de tonta es que todo va así de mal :)""";;;;;
"117,NEGATIVO,""Cuando de defender derechos se trata la gente no tiene miedo y sale a las calles, ni el toque de queda ni el #coronavirus detienen a los manifestantes en EE. UU, país cuya #policía es violenta y racista.""";;;;;
118,NEGATIVO,Yo no pienso salir de mi casa y contagiarme de #coronavirus! No voy a ir a ningún lado hasta que no haya una vacuna o mí­nimo hasta noviembre;;;;;
119,NEGATIVO,Los Asambleistas que para la niñez y juventud sólo son un pésimo ejemplo tienen Plan de Celular e Internet GRATIS y los profesores que si educan y guÃ­an pasan penurias. Me duele mi #Ecuador las injusticias. #coronavirus #cuarentena #EducacionEnCrisis https://t.co/yNZukoislz;;;;;
120,NEGATIVO,Expertos piden acceso a los datos brutos de la investigación que asegura la peligrosidad de esta molécula para tratar el nuevo #coronavirus. https://t.co/eXL4uFfLwX;;;;;
"121,NEGATIVO,""Economí­a de Ecuador decrecerá en 6,7% en 2020, según el FMI. Informe señala a Ecuador como uno de los países más afectados por el coronavirus. https://t.co/MfjTu9DVeh Ecuavisa https://t.co/1sNwpcQg4w""";;;;;
122,NEGATIVO,@majiolo Hay que dudar de todo ahora ... Caras vemos coronavirus no sabemos !;;;;;
"123,NEGATIVO,""https://t.co/GCWBzaLoHw :: Portoviejo seguirá en semáforo rojo ante el coronavirus Covid-19, anuncia alcalde Casanova &gt";&gt;"  https://t.co/VCaMp35WTd""";;;
"124,NEGATIVO,""#ENTÉRESE #MANTA NO TIENE MAS DE 40 MIL CONTAGIADOS DE #CORONAVIRUS, EL ALCALDE DE MANTA AGUSTÍN INTRIAGO“ DESMIENTE ESTE  DATO https://t.co/bpEQYs49kx""";;;;;
"125,NEGATIVO,""@AlertaNews24 Coronavirus más bomba lagrimogena, igual a?""";;;;;
126,NEGATIVO,La investigación se realizó en un crucero con 132 infectados con #COVID19 de los cuales el 80% no presentaron sÍ­ntomas. https://t.co/IwEpYouem0;;;;;
"127,NEGATIVO,""#Coronavirus | En marzo, cuando el COVID-19 estaba acabando con vidas en todo el mundo, parecÍa que América Latina podría salir relativamente ilesa. Sus gobiernos eligieron enfoques muy diferentes para hacer frente a la pandemia. https://t.co/bIQ562xiv7 https://t.co/ANI4jAN449""";;;;;
"128,NEGATIVO,""El sistema de salud tendrá el año más duro y talvez infeliz de su historia, lidiando con multitud de pacientes con enfermedades crónicas no transmisibles, y ahora heridos en protestas y sumado el Coronavirus, el sistema hospitalario de este país en riesgo de colapsar. https://t.co/JgeeolHand""";;;;;
"129,NEGATIVO,""En Santo Domingos fallece un adulto mayor con síntomas de coronavirus, brigadas del Ministerio de Salud Pública acudieron para la toma de pruebas de diagnóstico a las personas con sospecha y las que estuvieron cerca del fallecido. #kipuslaico https://t.co/l0uhhaCTnh""";;;;;
"130,NEGATIVO,""Nunca creí­ que Estados Unidos tuviera su """"Brisa Bolivariana"""". Y todo engatillado desde un asesinato de tintes raciales y parece que también había resentimientos sociales ocultos (cómo Chile) y llegando al vandalismo. Y el coronavirus se está haciendo un festín. https://t.co/f20mecIGTX""";;;;;
131,NEGATIVO,el coronavirus me cago el año lpm;;;;;
"132,NEGATIVO,""El estratega y su esposa pasaron momentos complicados | """"No tenía fuerzas, apenas podí­a caminar"""", señala el DT del Leicester tras superar el coronavirus https://t.co/NS36weAIyg""";;;;;
"133,NEGATIVO,""Ecuador casos covid19, 29 de mayo: 38.571 contagiados. 3.334 fallecidos por coronavirus y 2.129 con sospecha https://t.co/f6rvja3UA5 a través de @TuVozTV""";;;;;
134,NEGATIVO,Portoviejo continuará en semáforo rojo hasta mediados de junio próximo https://t.co/ETgINgiSD4 https://t.co/KvAjEXsPPf;;;;;
135,NEGATIVO,Si lo mató y culpó al coronavirus. Es en serio que está taladrando paredes a esta hora.;;;;;
136,NEGATIVO,les juro que en enero de 2021 han de decir que Yunda vale verga y que el coronavirus y la hipoteca y la hipotenusa y blah y a la final ese metro nunca llega;;;;;
"137,NEGATIVO,""Tras la muerte de un adulto mayor con sí­ntomas de coronavirus, brigadas toman pruebas en comunidad tsáchila https://t.co/odnpi5W1SU https://t.co/n5ZJfZ48Ex""";;;;;
138,NEGATIVO,No salvaron ninguna vida: el terrible diagnóstico de un Premio Nobel sobre la cuarentena por coronavirus https://t.co/znPY1GmX8o;;;;;
